word,frequency,sentiment
transtornos,3,positive
causados,1,positive
avaliada,1,positive
acontecem,1,positive
uahlll,1,positive
prazobom,1,positive
comunicaram,1,positive
comprada,3,positive
velo,1,positive
maravilhosavaleu,1,positive
rápidoe,1,positive
arrisque,1,positive
asustei,1,positive
side,1,positive
papai,1,positive
noel,1,positive
comigomuito,1,positive
caracterizasse,1,positive
looks,1,positive
falada,1,positive
plasticoachei,1,positive
atualizadas,1,positive
encomendarecomendo,1,positive
til,1,positive
satiesfeito,1,positive
comprava,2,positive
ótica,2,positive
demorava,2,positive
solicitarei,1,positive
independentemente,1,positive
misto,1,positive
estor,2,positive
consequindo,2,positive
enterneti,2,positive
rápidootimo,1,positive
recomendadissimos,1,positive
parabenssuper,1,positive
parque,1,positive
lazer,1,positive
digino,2,positive
masnao,1,positive
catálogo,1,positive
comprarentregue,1,positive
cuidasse,2,positive
aromatizador,2,positive
rosas,2,positive
tigre,2,positive
ardencia,1,positive
alisou,1,positive
fos,1,positive
ficara,1,positive
idealmuito,1,positive
pratica,3,positive
organizador,3,positive
dobrável,1,positive
previsro,1,positive
cumpridoprodutos,1,positive
fooi,1,positive
condiçoesdurabilidade,1,positive
sabereirecomendo,1,positive
barrro,1,positive
clientepor,3,positive
terceirizada,2,positive
ficasse,1,positive
vazar,1,positive
anres,1,positive
satisfeitíssimo,1,positive
acuso,1,positive
anotes,2,positive
riscar,13,positive
granito,13,positive
cocneta,1,positive
identificar,3,positive
bancária,1,positive
magnífico,1,positive
baixinho,1,positive
aonde,1,positive
emenda,1,positive
estragaram,1,positive
demorados,1,positive
discrimanação,1,positive
descrita,3,positive
vantagens,1,positive
ollist,1,positive
churrasqueira,1,positive
superrrr,1,positive
appobrigado,1,positive
vinhos,1,positive
nnnn,1,positive
bompedido,1,positive
corretoestou,1,positive
satisfeitorecomendoobrigado,1,positive
acusou,1,positive
corre,2,positive
rewcomendo,1,positive
bonitoprática,4,positive
revenda,1,positive
imenso,1,positive
lhe,1,positive
bonitasó,1,positive
ressecou,1,positive
muitorop,2,positive
nasceu,1,positive
amarrar,1,positive
sempremuito,1,positive
entregouno,1,positive
recoendo,1,positive
moça,1,positive
perguntar,1,positive
agadeço,1,positive
amizade,2,positive
perdure,1,positive
responsávelproduto,1,positive
conjuntos,3,positive
lencois,3,positive
prazootimo,1,positive
divulga,1,positive
bemmmmm,1,positive
fininho,3,positive
préestabelecido,1,positive
recimendo,1,positive
lannisterloja,1,positive
batia,1,positive
louvável,1,positive
varas,1,positive
inclui,1,positive
íntegra,1,positive
corretomuito,1,positive
aderiu,1,positive
ajudo,1,positive
discriminado,2,positive
comprovante,1,positive
amassamento,1,positive
manteve,2,positive
previstoo,1,positive
sitetudo,1,positive
achou,1,positive
referencial,1,positive
naofoi,2,positive
maravilhosamente,1,positive
caminhões,2,positive
preferindo,1,positive
ultimamente,1,positive
oóima,1,positive
seguras,1,positive
pessoao,1,positive
combinamos,1,positive
vossa,1,positive
nestas,1,positive
vinte,1,positive
sete,1,positive
obri,1,positive
tramites,1,positive
atualizam,1,positive
prazoso,1,positive
atenciosacompetentedá,1,positive
garantindo,2,positive
rápidoestava,3,positive
motomuito,3,positive
cartuchospreto,1,positive
combina,2,positive
sofáadoreieu,1,positive
calidade,1,positive
ademais,1,positive
combinações,1,positive
lindasfico,1,positive
salaeu,1,positive
adriana,9,positive
consumindo,1,positive
combinadoe,1,positive
devolvido,4,positive
ab,2,positive
araujo,2,positive
entrado,3,positive
objetiva,1,positive
lustres,5,positive
insistência,1,positive
matizador,1,positive
mairibel,1,positive
hidracollor,1,positive
tirado,1,positive
bronze,2,positive
genacol,1,positive
tomava,1,positive
comprimidos,1,positive
custorecomendo,1,positive
esmaecida,1,positive
previstosatisfeita,1,positive
amperes,3,positive
lento,3,positive
display,1,positive
lembrando,1,positive
exceder,1,positive
amperagem,1,positive
pecinha,1,positive
potinhos,1,positive
satsfeito,1,positive
ajudando,1,positive
filhorecomendo,1,positive
filhotes,2,positive
divertido,3,positive
obedecendo,1,positive
room,1,positive
extremamento,1,positive
lady,1,positive
hair,1,positive
setembro,1,positive
expira,1,positive
pêlo,2,positive
aunincio,1,positive
protegendo,1,positive
questiona,1,positive
estresses,1,positive
apagadinha,1,positive
perfeitofuncionando,1,positive
maravilhosamenteabracos,1,positive
estregas,1,positive
comecaram,1,positive
vitamina,1,positive
frutas,1,positive
pre,1,positive
intercorrencias,1,positive
ótimomelhor,1,positive
responsáveresponsáveis,1,positive
pinico,1,positive
colocasse,1,positive
sentar,1,positive
desloca,1,positive
funcinando,1,positive
apps,1,positive
deletálos,1,positive
qualidadeagora,1,positive
mesmopensei,1,positive
foscomas,1,positive
bonitoeu,1,positive
corrosões,1,positive
ferrugem,2,positive
fenômeno,1,positive
fivela,1,positive
relogiomas,1,positive
gostariade,1,positive
diga,1,positive
regulação,1,positive
resultar,1,positive
bomlindo,1,positive
estética,2,positive
boarecomendo,1,positive
rapidaa,1,positive
notaaaaaaaaaaaaaaaaa,1,positive
entregueempenho,1,positive
aa,2,positive
ira,9,positive
faturar,4,positive
anf,4,positive
confialvel,1,positive
compreisatisfez,1,positive
expectativasvoltarem,1,positive
previstos,3,positive
clinte,2,positive
prazoatendeu,1,positive
minva,1,positive
fechamento,1,positive
trás,1,positive
pezinho,1,positive
revestida,4,positive
espuma,1,positive
colares,1,positive
prazoamando,1,positive
insuperável,1,positive
depoisseria,1,positive
acompanhace,1,positive
iraci,1,positive
bolsapromete,1,positive
questões,1,positive
arrependido,1,positive
fashion,1,positive
encaixam,1,positive
combinadoótimo,1,positive
demorarem,1,positive
beneficiorecomendo,1,positive
aquisiçõeslindosamei,2,positive
economizaríamos,3,positive
vendedorsim,1,positive
showwwwww,2,positive
estabeleceu,1,positive
excelentechegou,3,positive
adotando,1,positive
estrias,1,positive
clarearam,1,positive
valéria,1,positive
precisavanota,1,positive
cloreto,1,positive
magnésio,3,positive
individualmente,12,positive
farmácias,1,positive
drogarias,1,positive
entreganota,1,positive
cortês,1,positive
recomedaria,1,positive
perfeitoobrigada,1,positive
mantem,1,positive
gelado,1,positive
monitorado,1,positive
dimalato,2,positive
nutri,2,positive
gold,2,positive
mastigável,2,positive
delicioso,3,positive
diárias,2,positive
luvas,1,positive
beneficoo,1,positive
good,2,positive
very,1,positive
the,1,positive
metragens,1,positive
realistas,1,positive
magnificonota,1,positive
alegou,1,positive
acompanhávamos,1,positive
tia,1,positive
estadoconforme,1,positive
esperavaalém,1,positive
fofinhos,1,positive
soltando,1,positive
básico,1,positive
reportado,1,positive
nasa,1,positive
claridade,1,positive
perfeitolindo,1,positive
diurético,2,positive
embaladoparabéns,1,positive
divulgada,1,positive
corresponderam,1,positive
asessei,1,positive
rapidíssimo,1,positive
formado,1,positive
nítida,2,positive
comercialização,1,positive
remédios,1,positive
fuleiro,1,positive
rápidoparabéns,1,positive
utilizassem,1,positive
modalidade,1,positive
parabénso,1,positive
rápidoo,1,positive
pessoasirei,1,positive
dependesse,1,positive
sairia,1,positive
ionizador,1,positive
respirando,1,positive
evita,6,positive
mimos,1,positive
relogiomais,1,positive
trocarobrigada,1,positive
gerda,1,positive
endredon,1,positive
recei,1,positive
lampadas,1,positive
iluminam,1,positive
consomem,1,positive
trabalhou,1,positive
respectivas,1,positive
letras,1,positive
certasobrigada,1,positive
contratadas,1,positive
cordão,2,positive
gamão,1,positive
colado,1,positive
pintado,1,positive
endometriose,1,positive
fundamental,2,positive
pedidp,1,positive
buscava,2,positive
luxoestou,1,positive
pedaladas,1,positive
intuitiv,1,positive
materia,1,positive
vergonhoso,1,positive
casacos,1,positive
inverno,1,positive
hahaha,1,positive
fou,1,positive
lindosó,1,positive
pêlofio,1,positive
optimizar,1,positive
ksksksk,1,positive
mofo,2,positive
adora,1,positive
dedicatória,1,positive
lacinho,4,positive
restrita,1,positive
defeituoso,1,positive
nissam,1,positive
march,1,positive
adaptei,1,positive
rápidomuito,1,positive
transportadorae,1,positive
sucedido,1,positive
centralizada,1,positive
ciclismo,1,positive
colecionador,2,positive
oiiii,1,positive
clienteobrigado,1,positive
intuito,1,positive
sorriso,1,positive
conserve,1,positive
patamar,1,positive
voçes,1,positive
geladeira,1,positive
simplismeente,1,positive
recomendoatendimento,1,positive
maravilhosoentrega,1,positive
rápidae,1,positive
prazoameiii,1,positive
targaryeno,1,positive
bomfunciona,1,positive
campra,1,positive
delicadeza,1,positive
gratidão,1,positive
elefantinho,1,positive
carinhosas,1,positive
sublinho,1,positive
adega,1,positive
rústica,1,positive
matriz,1,positive
estranhando,1,positive
antis,1,positive
luiz,1,positive
mexe,3,positive
páscoa,1,positive
experimentando,1,positive
arthur,1,positive
felinos,5,positive
mts,1,positive
justamente,1,positive
respectiva,1,positive
tempoo,1,positive
negociado,1,positive
leveza,1,positive
parafusadeira,1,positive
caseiro,1,positive
furadeira,1,positive
soltinhas,1,positive
bloqueia,1,positive
jesus,1,positive
mentira,7,positive
reclamarpois,1,positive
compraas,1,positive
camas,2,positive
preocupacao,1,positive
empresao,2,positive
qualidadesó,2,positive
esfregando,2,positive
raladas,2,positive
locaismelhore,2,positive
pirâmide,1,positive
octogonal,1,positive
feitochegou,1,positive
internetmas,1,positive
penaproduto,1,positive
transporteparabéns,1,positive
certoperfeito,1,positive
transacionar,3,positive
correiro,1,positive
semptoshiba,2,positive
etregou,2,positive
fracionados,2,positive
atendimentorecomendo,1,positive
maio,2,positive
jun,1,positive
buscála,1,positive
ivo,1,positive
pitta,1,positive
valvula,1,positive
cwrtinho,1,positive
escrever,1,positive
título,1,positive
tecnico,1,positive
instalou,1,positive
queimou,1,positive
emborrachamento,1,positive
embaladoo,3,positive
bo,1,positive
poden,2,positive
vela,1,positive
maravilhosae,1,positive
timediatamente,1,positive
pretendia,1,positive
devolvêlo,1,positive
empresaconsumidor,1,positive
cuidada,1,positive
nobre,1,positive
prejudicando,2,positive
tudoentrega,1,positive
kkkkkk,2,positive
casareceber,1,positive
inventaram,1,positive
tentararam,1,positive
notificando,1,positive
mãegestante,1,positive
muiyo,1,positive
retficação,1,positive
faraildes,1,positive
encontraram,1,positive
atrasada,1,positive
bolamuito,1,positive
compreipagueiesperei,1,positive
masrecebi,1,positive
muuuiiita,1,positive
bomexcelente,1,positive
traz,1,positive
excelenteminha,1,positive
zumax,1,positive
zufer,1,positive
mogi,1,positive
cruzes,1,positive
ven,1,positive
copinhos,1,positive
ame,1,positive
considerou,1,positive
pinseis,1,positive
igualzinhoa,1,positive
lindíssima,1,positive
liindos,1,positive
produt,1,positive
espantado,1,positive
posicao,1,positive
nacional,1,positive
expectativaprodutos,1,positive
recomendp,1,positive
regulei,1,positive
compreensão,2,positive
selinho,2,positive
colada,4,positive
pxm,1,positive
efetue,1,positive
tratando,1,positive
suplementos,2,positive
vitamínicos,1,positive
porduto,1,positive
moedor,1,positive
elétrico,1,positive
novoe,1,positive
riqueza,1,positive
secofrágil,1,positive
tombo,1,positive
avaliaçãofiquei,1,positive
masparece,1,positive
useié,1,positive
praticidadeleveza,1,positive
peliluca,1,positive
desinfector,1,positive
nomeatualizar,1,positive
sómente,3,positive
alcançou,1,positive
vácuo,2,positive
rabido,1,positive
pancadas,1,positive
vazio,1,positive
doiseu,1,positive
ameisem,1,positive
comprarchegou,1,positive
corretoquando,1,positive
suportou,2,positive
estável,2,positive
distribuidora,2,positive
trasportadora,1,positive
falida,1,positive
vacila,1,positive
seje,1,positive
direitos,1,positive
enviaremmas,1,positive
problemasproduto,1,positive
cumpridograta,1,positive
vocêsmas,1,positive
busco,1,positive
derrapante,3,positive
abc,1,positive
graco,1,positive
gotham,1,positive
assentos,1,positive
ligassem,1,positive
estaria,2,positive
certorecomento,1,positive
comformes,1,positive
imetro,1,positive
esclarece,1,positive
informaçõescomprei,1,positive
defeitoestou,1,positive
penando,1,positive
concordei,1,positive
cordinha,1,positive
finas,3,positive
ótimoatendeu,1,positive
cel,1,positive
halteres,2,positive
alertar,2,positive
seleciono,1,positive
ünica,1,positive
veiomanual,1,positive
expectativaschegou,2,positive
prazotecido,1,positive
qualidadeamei,2,positive
watts,1,positive
postando,1,positive
bule,1,positive
duros,2,positive
nutricional,1,positive
contestando,1,positive
sabem,2,positive
sentir,1,positive
miuto,1,positive
originalbem,1,positive
fiscaldanf,1,positive
valei,1,positive
lindasó,1,positive
funcionamentopois,1,positive
paisespero,3,positive
precisartomara,3,positive
precise,3,positive
gaz,3,positive
perigoso,3,positive
uniforme,1,positive
varia,1,positive
competitivo,2,positive
antescom,1,positive
indicações,1,positive
selecionei,1,positive
familia,2,positive
prefeitas,2,positive
indicálos,1,positive
muranos,2,positive
okok,1,positive
assin,1,positive
compreiproduto,1,positive
aumenta,1,positive
outrasmas,1,positive
constantemente,1,positive
contunuem,1,positive
estipularamadorei,1,positive
bomsuper,2,positive
lindogostei,1,positive
eficientesuper,1,positive
mboo,1,positive
cobrir,1,positive
game,1,positive
enganei,1,positive
trataram,1,positive
bernardo,1,positive
lannisterpra,3,positive
fenomenal,1,positive
bomentregaram,1,positive
produtomostra,2,positive
chuveirinho,2,positive
abaixar,1,positive
amigosobg,1,positive
love,2,positive
like,1,positive
buy,1,positive
in,2,positive
this,1,positive
burocrático,1,positive
técnicos,1,positive
boot,1,positive
bios,1,positive
placamãe,1,positive
otia,1,positive
indicoentrega,1,positive
nesses,1,positive
robustez,1,positive
perfectamei,1,positive
montamos,2,positive
fruteiramas,2,positive
abrindo,1,positive
caprichar,1,positive
pega,1,positive
regras,1,positive
rápidameu,1,positive
duplicado,2,positive
balanças,2,positive
fotoum,2,positive
salão,1,positive
veijo,1,positive
fasso,1,positive
pelúcia,1,positive
despachos,1,positive
confirmaçao,1,positive
absorventes,1,positive
descartáveis,1,positive
misturados,1,positive
chrgaram,1,positive
aquelas,1,positive
frescuras,1,positive
cereteza,1,positive
cobinado,2,positive
instalarmas,1,positive
foj,1,positive
confiavelvaridade,1,positive
adoreiproduto,1,positive
recuperado,1,positive
nordeste,2,positive
acondicionada,1,positive
orifício,1,positive
precis,1,positive
recebirbem,2,positive
lojatargaryen,2,positive
acessivel,1,positive
ameiiiiiiii,1,positive
esclarecido,1,positive
carreto,1,positive
privadas,1,positive
duper,1,positive
finobonito,1,positive
targaryenrelojoaria,1,positive
nishimoto,1,positive
deskjet,2,positive
maravilhosas,2,positive
semprealoja,1,positive
altismo,1,positive
aquecedores,1,positive
confirmo,1,positive
grelha,2,positive
decorrência,1,positive
greves,3,positive
repetirei,1,positive
roupinha,3,positive
fisionomia,3,positive
silenciosa,2,positive
bobininhas,1,positive
agulha,1,positive
janome,1,positive
pegou,2,positive
estaode,1,positive
esterilizador,1,positive
cida,1,positive
reduzir,4,positive
muitooooo,1,positive
vivamente,1,positive
econômica,2,positive
acolhedora,1,positive
banqueta,1,positive
rogo,1,positive
permaneçam,1,positive
camera,1,positive
larga,1,positive
arraste,1,positive
departamentos,1,positive
adorava,1,positive
microeletrônica,1,positive
ponteira,1,positive
atendmento,2,positive
primarias,1,positive
pareou,1,positive
localizou,1,positive
excelentefui,1,positive
correspondência,2,positive
ensinarem,1,positive
let,1,positive
ne,1,positive
desconforto,1,positive
sequei,1,positive
pranchei,1,positive
dever,1,positive
cumpro,1,positive
combustível,1,positive
instantâneo,1,positive
usá,1,positive
causado,1,positive
porei,1,positive
dadofiquei,2,positive
relaxar,1,positive
simeu,3,positive
amanha,1,positive
estipuladoadorei,1,positive
serviçocomprarei,1,positive
shitsu,1,positive
tosar,1,positive
poco,1,positive
assumido,1,positive
repositor,1,positive
contornei,1,positive
direta,1,positive
